status,employee,industry,manager,age
Growth,65,Services,17,13
No growth,5,Services,10,12
No growth,8,Services,15,7
Growth,5,Services,7,10
Growth,8,Food,8,10
Growth,50,Services,30,19
Growth,30,Retail,5,14
Growth,15,Services,20,6
Growth,15,Technology,30,13
Growth,8,Food,20,4
Growth,20,Food,12,12
Growth,40,Services,15,17
Growth,6,Food,9,6
Growth,65,Retail,10,10
Growth,49,Technology,30,7
Growth,10,Food,11,5
Growth,135,Technology,20,5
Growth,10,Food,50,44
Growth,5,Food,10,9
Growth,30,Food,30,10
No growth,17,Retail,20,22
Growth,6,Services,10,11
Growth,99,Technology,20,13
No growth,20,Retail,50,22
Growth,10,Technology,35,30
Growth,48,Technology,45,32
Growth,220,Technology,50,43
Growth,23,Food,51,25
Growth,42,Food,22,6
Growth,8,Food,10,11
Growth,150,Technology,35,33
No growth,100,Services,40,22
Growth,16,Food,8,5
Growth,70,Technology,25,16
Growth,17,Technology,40,42
Growth,5,Services,15,9
Growth,460,Technology,20,66
Growth,10,Services,20,19
Growth,57,Technology,19,4
Growth,5,Technology,40,30
No growth,80,Services,40,20
Growth,15,Food,24,25
Growth,41,Services,10,12
No growth,5,Food,55,57
Growth,10,Technology,40,22
Growth,8,Services,15,8
Growth,15,Services,17,14
Growth,530,Food,1,7
No growth,16,Food,7,12
No growth,14,Services,11,9
Growth,12,Services,15,12
Growth,109,Food,15,18
Growth,78,Food,24,13
Growth,35,Food,25,27
Growth,10,Services,20,7
Growth,7,Services,21,17
Growth,8,Services,25,20
Growth,23,Retail,35,10
Growth,30,Food,18,5
Growth,100,Technology,20,13
No growth,25,Services,45,40
Growth,5,Technology,20,16
Growth,6,Technology,35,13
Growth,92,Services,18,11
Growth,15,Technology,40,12
Growth,5,Food,8,3
Growth,650,Services,25,6
Growth,69,Services,45,21
Growth,17,Technology,25,27
Growth,5,Food,23,25
Growth,250,Technology,26,23
Growth,5,Technology,20,14
Growth,55,Services,20,15
Growth,30,Technology,15,10
Growth,14,Technology,8,22
Growth,6,Food,15,9
Growth,20,Food,25,44
Growth,15,Technology,10,6
Growth,20,Services,20,12
Growth,120,Food,30,52
Growth,30,Services,10,4
Growth,35,Technology,30,29
Growth,8,Services,18,19
Growth,65,Food,40,22
Growth,50,Technology,20,30
Growth,25,Food,19,20
Growth,5,Food,10,3
Growth,10,Food,12,12
Growth,10,Food,26,28
Growth,200,Food,15,17
Growth,15,Services,10,15
Growth,67,Services,20,14
Growth,80,Food,15,12
Growth,44,Technology,30,31
Growth,13,Food,25,29
Growth,8,Food,40,30
Growth,11,Services,20,6
Growth,110,Technology,45,41
Growth,94,Food,26,27
Growth,8,Food,3,6
No growth,20,Services,35,22
No growth,12,Retail,10,8
Growth,16,Services,27,6
Growth,20,Services,15,9
Growth,150,Food,4,9
Growth,5,Services,11,5
Growth,28,Food,30,30
Growth,15,Services,15,20
Growth,30,Food,20,15
Growth,30,Food,8,17
Growth,30,Services,10,38
Growth,22,Technology,50,24
Growth,8,Services,8,6
Growth,7,Services,5,7
Growth,18,Technology,10,5
Growth,129,Technology,15,6
Growth,80,Food,35,32
Growth,100,Services,3,16
Growth,40,Services,50,14
Growth,60,Technology,30,36
Growth,17,Technology,27,22
Growth,5,Food,13,12
Growth,52,Technology,5,7
Growth,5,Services,14,16
Growth,550,Technology,40,70
Growth,300,Technology,40,42
Growth,5,Technology,15,12
Growth,163,Technology,45,70
Growth,40,Food,35,28
Growth,11,Food,30,17
Growth,7,Technology,22,12
Growth,17,Technology,5,3
Growth,25,Food,50,15
Growth,55,Food,30,37
Growth,10,Technology,27,30
Growth,7,Food,20,18
Growth,13,Services,12,8
Growth,115,Food,40,11
Growth,7,Food,30,21
Growth,170,Food,30,52
Growth,9,Technology,48,27
Growth,29,Food,40,13
No growth,8,Retail,40,25
Growth,25,Food,20,8
Growth,8,Food,32,27
Growth,50,Food,40,88
Growth,80,Food,40,80
Growth,5,Services,20,3
Growth,150,Services,30,20
Growth,35,Services,16,23
Growth,23,Food,12,9
Growth,70,Food,19,27
Growth,400,Food,40,30
Growth,110,Food,40,40
Growth,30,Food,30,17
No growth,87,Food,25,27
Growth,410,Food,40,51
Growth,185,Technology,25,25
Growth,3,Food,6,9
Growth,36,Technology,10,4
Growth,22,Food,10,5
Growth,6,Food,40,36
Growth,10,Technology,20,20
Growth,12,Technology,8,6
Growth,26,Services,15,28
Growth,78,Food,24,12
Growth,25,Services,20,10
Growth,60,Food,25,18
Growth,23,Food,17,5
Growth,7,Services,28,8
Growth,20,Services,8,3
No growth,6,Services,6,7
Growth,20,Technology,40,36
Growth,15,Services,15,12
Growth,35,Food,28,3
Growth,15,Services,13,11
Growth,20,Food,10,3
Growth,35,Technology,10,38
Growth,6,Technology,20,15
Growth,127,Services,16,18
No growth,173,Services,40,9
Growth,7,Food,5,5
Growth,25,Food,36,38
Growth,25,Food,42,44
Growth,160,Technology,30,23
Growth,10,Food,15,15
Growth,15,Services,7,6
Growth,55,Food,40,4
No growth,5,Services,40,9
No growth,8,Food,30,60
Growth,20,Technology,45,43
Growth,85,Food,29,29
Growth,13,Services,25,13
Growth,60,Retail,30,28
Growth,8,Services,30,5
Growth,8,Services,14,11
Growth,125,Food,50,46
Growth,52,Food,36,24
Growth,5,Services,10,10
Growth,10,Services,20,11
Growth,368,Food,31,26
Growth,110,Food,50,41
Growth,7,Food,40,28
Growth,135,Technology,22,18
Growth,8,Technology,35,14
Growth,100,Services,15,42
Growth,14,Food,18,18
Growth,25,Technology,25,25
Growth,264,Food,8,14
Growth,28,Services,14,16
Growth,5,Services,16,17
No growth,12,Services,12,19
Growth,38,Services,14,15
Growth,900,Food,12,65
No growth,8,Services,14,15
Growth,130,Food,18,19
No growth,180,Retail,24,26
Growth,9,Services,20,20
Growth,27,Technology,10,23
Growth,15,Technology,2,12
Growth,11,Services,15,6
Growth,264,Technology,24,26
Growth,21,Food,17,18
No growth,15,Technology,30,22
Growth,6,Services,24,9
Growth,15,Services,20,14
Growth,31,Food,14,16
Growth,3,Food,9,23
No growth,6,Retail,13,17
Growth,10,Food,22,23
Growth,1800,Retail,18,26
Growth,20,Technology,20,16
Growth,17,Services,7,21
No growth,300,Retail,6,7
Growth,47,Services,10,19
No growth,39,Technology,24,26
Growth,105,Services,12,13
Growth,190,Food,15,13
Growth,274,Food,20,91
Growth,60,Services,21,18
Growth,7,Services,23,14
No growth,79,Food,13,20
No growth,12,Services,16,17
No growth,28,Technology,26,27
No growth,5,Services,16,17
No growth,31,Retail,23,25
Growth,20,Technology,15,27
No growth,28,Technology,28,29
Growth,90,Food,21,23
Growth,100,Technology,18,19
Growth,15,Technology,18,19
Growth,48,Food,16,22
Growth,170,Services,25,19
Growth,47,Services,10,10
Growth,411,Food,13,14
Growth,27,Technology,25,26
No growth,6,Retail,10,8
Growth,10,Services,16,22
Growth,50,Services,23,9
Growth,20,Services,15,15
Growth,5,Food,11,12
Growth,7,Food,15,23
Growth,9,Services,20,11
No growth,70,Services,12,15
No growth,32,Services,17,18
Growth,6,Services,15,26
Growth,100,Food,20,17
No growth,254,Services,2,22
Growth,6,Services,11,24
Growth,160,Food,3,12
No growth,90,Services,10,25
Growth,136,Food,27,28
Growth,32,Food,22,23
Growth,12,Technology,38,22
No growth,74,Food,5,20
Growth,287,Services,40,20
Growth,30,Food,9,11
No growth,8,Technology,24,25
Growth,7,Technology,14,15
Growth,15,Services,25,18
No growth,130,Food,23,27
Growth,8,Services,14,18
Growth,32,Services,11,12
No growth,15,Retail,15,8
Growth,2519,Food,10,22
No growth,10,Retail,15,15
Growth,14,Food,40,73
No growth,21,Food,8,9
No growth,10,Services,12,20
Growth,100,Technology,30,45
No growth,70,Services,25,8
Growth,486,Services,15,16
No growth,20,Retail,26,24
No growth,8,Retail,19,21
Growth,9,Services,16,17
Growth,6,Services,14,15
No growth,30,Services,5,17
No growth,30,Services,20,15
Growth,5,Food,8,7
No growth,26,Services,20,22
No growth,200,Food,25,21
Growth,150,Technology,21,23
No growth,5,Food,21,22
Growth,4,Services,18,13
Growth,20,Services,7,7
Growth,98,Food,25,8
No growth,5,Services,15,24
Growth,166,Food,11,20
No growth,26,Retail,10,11
Growth,21,Food,26,11
Growth,599,Technology,30,92
Growth,152,Services,8,15
Growth,10,Services,5,17
No growth,47,Retail,17,18
Growth,17,Services,17,15
Growth,110,Technology,2,65
No growth,112,Food,8,65
Growth,69,Services,14,15
No growth,25,Food,22,23
Growth,38,Food,20,26
Growth,55,Food,20,23
Growth,6,Services,18,21
Growth,201,Services,12,13
No growth,50,Food,5,48
Growth,20,Food,4,9
Growth,170,Food,21,22
Growth,45,Food,22,24
No growth,36,Retail,17,18
Growth,25,Services,24,11
Growth,5,Food,5,7
Growth,35,Services,10,23
Growth,18,Food,9,16
No growth,40,Services,10,8
Growth,12,Food,15,24
Growth,69,Technology,15,109
Growth,32,Technology,8,16
No growth,30,Technology,41,28
Growth,9,Services,20,14
Growth,15,Services,11,17
No growth,11,Food,17,6
No growth,7,Retail,18,24
Growth,9,Food,9,10
Growth,107,Services,20,11
Growth,6,Services,8,9
No growth,120,Retail,22,25
Growth,4,Technology,50,34
Growth,52,Services,10,10
Growth,140,Food,10,6
Growth,10,Services,16,17
Growth,50,Food,17,18
Growth,10,Services,10,11
Growth,180,Food,15,27
Growth,140,Services,35,17
Growth,8,Services,7,8
Growth,91,Food,22,23
Growth,14,Food,8,26
No growth,10,Technology,27,28
Growth,12,Food,8,10
Growth,13,Food,3,108
Growth,18,Services,16,11
No growth,30,Retail,14,74
Growth,74,Services,20,20
Growth,86,Technology,20,20
No growth,8,Food,15,15
Growth,14,Food,21,22
No growth,4200,Food,12,25
Growth,57,Services,20,19
Growth,15,Food,20,21
Growth,58,Food,18,19
No growth,1040,Technology,30,77
Growth,8,Services,9,10
Growth,9,Technology,40,26
Growth,20,Services,20,20
Growth,24,Food,7,9
Growth,400,Food,16,17
No growth,280,Technology,13,54
Growth,13,Technology,12,23
Growth,290,Technology,14,15
No growth,118,Technology,12,21
Growth,42,Services,20,11
Growth,34,Services,8,9
Growth,59,Food,23,25
Growth,20,Food,35,20
No growth,966,Food,23,25
No growth,185,Technology,23,27
No growth,15,Services,15,14
Growth,12,Food,22,24
Growth,140,Services,7,14
Growth,7,Services,25,15
Growth,35,Technology,10,11
Growth,82,Technology,9,76
Growth,18,Services,12,13
Growth,6,Food,12,13
Growth,19,Food,35,24
No growth,200,Services,23,24
Growth,105,Food,15,28
No growth,8,Technology,26,27
Growth,250,Food,10,19
Growth,361,Technology,16,84
No growth,19,Services,20,20
Growth,602,Food,28,29
Growth,43,Technology,13,14
No growth,100,Food,16,17
Growth,12,Services,7,14
Growth,55,Food,30,15
Growth,62,Technology,21,16
Growth,6,Services,6,7
Growth,100,Food,18,19
Growth,120,Technology,20,28
No growth,14,Services,18,19
Growth,87,Services,13,14
No growth,220,Food,12,48
Growth,27,Services,6,16
No growth,22,Technology,27,29
Growth,15,Services,12,13
Growth,5,Services,14,8
Growth,21,Services,20,8
Growth,12,Technology,30,8
Growth,13,Technology,11,46
Growth,81,Food,24,25
Growth,101,Services,8,9
Growth,34,Services,15,17
No growth,31,Food,16,17
No growth,40,Food,18,24
Growth,26,Services,16,17
Growth,15,Technology,30,24
Growth,10,Services,10,24
No growth,120,Food,45,22
Growth,105,Technology,13,22
No growth,150,Services,11,75
Growth,50,Food,25,25
Growth,6,Technology,20,21
No growth,21,Services,19,21
No growth,29,Retail,12,25
Growth,15,Food,23,24
No growth,32,Services,35,24
Growth,19,Services,12,28
Growth,5,Services,21,8
Growth,10,Food,13,14
Growth,60,Services,7,24
No growth,20,Services,26,19
Growth,5,Services,15,12
Growth,9,Retail,24,26
No growth,42,Food,14,15
Growth,37,Services,30,13
Growth,40,Services,18,19
Growth,310,Food,9,38
Growth,22,Food,23,24
Growth,6,Services,7,15
Growth,24,Technology,13,16
No growth,120,Technology,3,27
No growth,40,Services,14,15
No growth,36,Technology,28,29
No growth,21,Technology,15,40
No growth,16,Services,3,12
No growth,50,Services,10,19
No growth,20,Retail,20,21
Growth,20,Food,15,16
Growth,49,Food,8,9
Growth,360,Technology,5,68
No growth,10,Services,22,24
Growth,35,Services,10,8
No growth,1000,Food,10,22
No growth,30,Services,55,29
No growth,28,Food,20,20
Growth,20,Services,20,19
Growth,25,Food,23,24
No growth,1400,Retail,8,26
Growth,2800,Technology,22,23
Growth,7,Services,3,23
Growth,15,Technology,8,10
No growth,246,Food,15,21
No growth,9,Services,18,19
Growth,35,Services,8,26
Growth,50,Services,25,12
Growth,20,Technology,20,21
Growth,15,Services,18,15
Growth,8,Technology,18,7
No growth,120,Technology,35,56
No growth,15,Services,40,25
Growth,37,Food,3,12
Growth,5,Services,23,10
Growth,55,Food,21,22
Growth,30,Services,12,8
Growth,248,Food,30,12
No growth,7,Services,15,22
No growth,60,Technology,15,90
Growth,7,Food,30,17
No growth,13,Services,26,17
No growth,42,Food,20,22
No growth,120,Food,16,19
Growth,12,Services,10,16
Growth,10,Technology,10,22
Growth,282,Food,30,87
No growth,21,Food,12,19
Growth,25,Technology,13,11
Growth,5,Food,7,8
Growth,7,Food,11,13
Growth,37,Services,15,20
Growth,80,Technology,12,23
Growth,15,Services,28,19
Growth,38,Services,8,10
No growth,25,Services,6,8
No growth,15,Retail,20,22
Growth,193,Food,10,7
Growth,7,Services,5,6
Growth,50,Services,10,31
Growth,26,Technology,14,15
No growth,20,Services,18,19
No growth,8,Services,25,9
Growth,7,Food,8,9
Growth,19,Services,16,17
No growth,15,Services,12,24
Growth,5,Services,15,12
No growth,5,Services,45,47
Growth,20,Services,25,17
Growth,5,Services,14,16
Growth,12,Food,21,23
Growth,8,Services,17,18
Growth,24,Technology,8,10
No growth,105,Technology,24,25
No growth,25,Technology,8,86
Growth,48,Food,11,24
Growth,5,Food,8,9
Growth,22,Services,15,12
No growth,31,Food,40,23
Growth,200,Food,15,16
No growth,32,Retail,7,19
Growth,26,Services,12,17
Growth,120,Food,12,19
Growth,11,Services,14,15
Growth,80,Food,20,8
No growth,5,Services,19,19
No growth,160,Services,8,28
Growth,10,Services,15,17
No growth,40,Food,3,18
No growth,53,Services,26,14
Growth,16,Technology,51,22
No growth,6,Technology,26,28
Growth,10,Technology,18,15
No growth,17,Food,11,21
Growth,610,Technology,15,52
No growth,12,Services,35,29
Growth,151,Services,6,11
Growth,82,Technology,24,23
Growth,115,Food,11,15
Growth,312,Technology,10,92
No growth,18,Services,26,27
Growth,30,Services,25,10
Growth,12,Food,11,12
Growth,60,Technology,12,29
No growth,700,Food,12,34
No growth,8,Food,16,17
Growth,50,Technology,5,20
Growth,22,Services,8,10
No growth,70,Services,6,25
No growth,56,Food,12,13
No growth,100,Retail,29,26
Growth,8,Technology,27,27
Growth,18,Services,25,28
No growth,289,Food,48,28
Growth,26,Technology,19,21
No growth,25,Technology,7,23
No growth,6,Services,15,16
Growth,7,Services,37,15
Growth,500,Food,20,12
Growth,23,Technology,25,26
Growth,6,Services,13,14
Growth,26,Services,20,18
No growth,117,Technology,9,55
Growth,42,Services,10,12
Growth,7,Services,20,21
No growth,2411,Services,8,26
Growth,36,Services,15,16
Growth,42,Food,30,25
No growth,13,Retail,17,18
Growth,18,Food,20,8
Growth,10,Services,23,16
No growth,12,Services,19,20
No growth,20,Services,25,26
No growth,286,Retail,6,17
Growth,56,Technology,4,11
Growth,14,Food,19,21
Growth,153,Technology,15,48
Growth,8,Services,14,10
Growth,26,Services,8,9
No growth,8,Services,25,22
Growth,8,Food,20,21
No growth,7,Services,14,15
No growth,23,Retail,20,22
No growth,12,Technology,16,24
Growth,24,Food,20,8
Growth,132,Food,6,16
Growth,140,Technology,12,62
Growth,8,Technology,8,9
Growth,64,Services,39,10
No growth,18,Food,15,28
Growth,60,Technology,28,29
Growth,50,Technology,5,83
Growth,70,Services,25,20
Growth,80,Food,25,21
Growth,5,Food,10,15
Growth,520,Food,13,60
Growth,21,Food,10,23
Growth,15,Services,10,17
No growth,20,Technology,28,27
No growth,34,Technology,22,23
Growth,35,Services,17,18
Growth,136,Technology,15,17
Growth,10,Services,2,22
Growth,29,Technology,1,24
Growth,52,Technology,20,11
Growth,55,Technology,23,24
No growth,5,Retail,62,30
Growth,46,Technology,16,23
Growth,46,Technology,25,29
Growth,35,Technology,30,17
Growth,236,Food,15,29
Growth,30,Food,11,12
Growth,64000,Retail,26,27
Growth,450,Technology,12,24
No growth,8,Technology,15,25
Growth,25,Services,15,16
Growth,196,Technology,12,21
Growth,86,Food,15,16
Growth,25,Services,40,12
Growth,10,Services,7,8
Growth,15,Food,23,24
Growth,70,Technology,20,24
Growth,24,Services,8,23
No growth,8,Services,19,20
No growth,20,Retail,30,22
No growth,400,Food,11,7
Growth,5,Food,2,3
No growth,8,Technology,28,29
Growth,7,Food,30,20
No growth,10,Services,12,13
No growth,15,Technology,28,29
Growth,99,Services,13,16
No growth,35,Food,10,13
Growth,25,Services,6,7
No growth,13,Food,12,21
Growth,11,Services,25,20
Growth,8,Technology,24,26
Growth,7,Technology,15,13
Growth,30,Services,30,11
Growth,65,Technology,16,16
No growth,215,Food,25,23
Growth,7,Services,10,11
Growth,70,Services,2,3
Growth,15,Services,10,15
No growth,8,Services,13,14
Growth,140,Technology,19,20
Growth,15,Food,14,15
Growth,29,Technology,19,26
No growth,19,Retail,23,23
No growth,53,Services,13,14
Growth,61,Services,8,14
No growth,11,Services,27,28
Growth,50,Technology,20,10
No growth,40,Services,11,9
Growth,32,Food,20,20
Growth,36,Services,33,27
Growth,9,Services,19,20
Growth,28,Services,11,12
Growth,110,Services,10,11
Growth,58,Services,15,27
No growth,30,Services,15,17
Growth,7,Food,13,14
Growth,29,Technology,25,22
Growth,9,Food,17,19
Growth,55,Services,6,7
Growth,29,Technology,19,20
Growth,126,Food,21,23
Growth,48,Food,12,17
Growth,1050,Technology,35,140
No growth,27,Food,27,28
No growth,7,Services,40,19
No growth,9,Services,12,14
Growth,59,Services,25,25
Growth,22,Services,12,14
No growth,23,Technology,15,22
Growth,50,Services,6,17
Growth,30,Services,15,14
Growth,26,Food,17,18
Growth,32,Services,12,24
Growth,20,Food,19,20
Growth,31,Services,7,8
Growth,600,Food,20,50
Growth,15,Technology,13,16
Growth,20,Food,28,28
No growth,120,Food,15,21
Growth,6,Technology,14,28
No growth,30,Food,9,10
Growth,360,Technology,13,86
No growth,17,Food,10,84
No growth,10,Services,20,22
Growth,23,Food,24,19
Growth,350,Services,20,20
No growth,18,Services,8,19
Growth,25,Services,12,13
No growth,170,Food,11,20
No growth,13,Retail,25,14
Growth,120,Food,18,19
Growth,10,Technology,23,24
Growth,6,Food,12,14
No growth,50,Services,20,22
Growth,295,Services,10,12
Growth,21,Services,9,24
Growth,281,Technology,19,20
Growth,126,Technology,10,21
Growth,85,Food,20,10
Growth,21,Technology,10,11
Growth,9,Technology,20,13
No growth,12,Retail,13,24
No growth,120,Services,22,23
Growth,200,Services,25,17
Growth,132,Food,22,24
Growth,558,Food,24,25
No growth,150,Technology,15,21
No growth,20,Services,28,27
Growth,8,Services,15,16
Growth,209,Services,10,23
No growth,7,Food,15,19
No growth,360,Technology,12,64
